Id;País;Ano;Quantidade;Valor
55;Romênia;1995;0;0
56;Rússia;1995;0;0
57;San Marino;1995;0;0
58;Sérvia;1995;0;0
59;Síria;1995;0;0
60;Suazilândia;1995;0;0
61;Suíça;1995;0;0
62;Tcheca, República;1995;0;0
63;Tunísia;1995;0;0
64;Turquia;1995;0;0
65;Ucrânia;1995;0;0
66;Uruguai;1995;33150;1871
67;Não consta na tabela;1995;0;0
68;Não declarados;1995;0;0
69;Outros;1995;200336;4255
1;Africa do Sul;1996;0;0
2;Alemanha;1996;8680860;30498
3;Argélia;1996;0;0
4;Arábia Saudita;1996;0;0
5;Argentina;1996;779008;12260
6;Armênia;1996;0;0
7;Austrália;1996;0;0
8;Áustria;1996;0;707
9;Bermudas;1996;0;0
10;Bélgica;1996;0;0
11;Bolívia;1996;0;0
12;Bósnia-Herzegovina;1996;0;0
13;Brasil;1996;0;0
14;Bulgária;1996;0;0
15;Canada;1996;0;0
16;Chile;1996;1964361;101819
17;China;1996;0;0
18;Coreia do Sul, República;1996;0;0
19;Croácia;1996;0;0
20;Cuba;1996;0;0
21;Emirados Árabes Unidos;1996;0;0
22;Eslovênia;1996;0;0
23;Eslováquia;1996;0;0
24;Espanha;1996;510076;90159
25;Estados Unidos;1996;275864;0
26;França;1996;1917908;78135
27;Geórgia;1996;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1996;0;0
29;Grécia;1996;0;0
30;Hong Kong;1996;0;0
31;Hungria;1996;0;0
32;Indonésia;1996;0;0
33;Irlanda;1996;0;0
34;Israel;1996;0;0
35;Itália;1996;3771901;32376
36;Japão;1996;0;0
37;Iugoslávia;1996;0;326
38;Líbano;1996;0;0
39;Luxemburgo;1996;0;0
40;Macedônia;1996;0;0
41;Marrocos;1996;0;0
42;México;1996;0;0
43;Moldávia;1996;0;0
44;Montenegro;1996;0;0
45;Noruega;1996;0;0
46;Nova Zelândia;1996;0;0
47;Países Baixos (Holanda);1996;0;0
48;Panamá;1996;0;0
49;Paraguai;1996;0;0
50;Peru;1996;0;0
51;Porto Rico;1996;0;0
52;Portugal;1996;4438522;531480
53;Reino Unido;1996;0;0
54;Republica Dominicana;1996;0;0
55;Romênia;1996;0;0
56;Rússia;1996;0;0
57;San Marino;1996;0;0
58;Sérvia;1996;0;0
59;Síria;1996;0;0
60;Suazilândia;1996;0;0
61;Suíça;1996;0;0
62;Tcheca, República;1996;0;0
63;Tunísia;1996;0;0
64;Turquia;1996;0;0
65;Ucrânia;1996;0;0
66;Uruguai;1996;72000;1871
67;Não consta na tabela;1996;63755;0
68;Não declarados;1996;21185;0
69;Outros;1996;127039;4255
1;Africa do Sul;1997;0;0
2;Alemanha;1997;4867017;30498
3;Argélia;1997;0;0
4;Arábia Saudita;1997;0;0
5;Argentina;1997;1013306;12260
6;Armênia;1997;0;0
7;Austrália;1997;0;0
8;Áustria;1997;4404;707
9;Bermudas;1997;0;0
10;Bélgica;1997;13791;0
11;Bolívia;1997;0;0
12;Bósnia-Herzegovina;1997;0;0
13;Brasil;1997;0;0
14;Bulgária;1997;0;0
15;Canada;1997;0;0
16;Chile;1997;2951870;101819
17;China;1997;0;0
18;Coreia do Sul, República;1997;0;0
19;Croácia;1997;0;0
20;Cuba;1997;0;0
21;Emirados Árabes Unidos;1997;0;0
22;Eslovênia;1997;0;0
23;Eslováquia;1997;0;0
24;Espanha;1997;352213;90159
25;Estados Unidos;1997;511333;0
26;França;1997;3388528;78135
27;Geórgia;1997;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1997;0;0
29;Grécia;1997;0;0
30;Hong Kong;1997;0;0
31;Hungria;1997;0;0
32;Indonésia;1997;0;0
33;Irlanda;1997;0;0
34;Israel;1997;0;0
35;Itália;1997;5203832;32376
36;Japão;1997;0;0
37;Iugoslávia;1997;0;326
38;Líbano;1997;0;0
39;Luxemburgo;1997;0;0
40;Macedônia;1997;0;0
41;Marrocos;1997;0;0
42;México;1997;0;0
43;Moldávia;1997;0;0
44;Montenegro;1997;0;0
45;Noruega;1997;0;0
46;Nova Zelândia;1997;0;0
47;Países Baixos (Holanda);1997;0;0
48;Panamá;1997;0;0
49;Paraguai;1997;0;0
50;Peru;1997;0;0
51;Porto Rico;1997;0;0
52;Portugal;1997;5421763;531480
53;Reino Unido;1997;0;0
54;Republica Dominicana;1997;0;0
55;Romênia;1997;0;0
56;Rússia;1997;0;0
57;San Marino;1997;0;0
58;Sérvia;1997;0;0
59;Síria;1997;0;0
60;Suazilândia;1997;0;0
61;Suíça;1997;0;0
62;Tcheca, República;1997;0;0
63;Tunísia;1997;0;0
64;Turquia;1997;0;0
65;Ucrânia;1997;0;0
66;Uruguai;1997;89117;1871
67;Não consta na tabela;1997;0;0
68;Não declarados;1997;0;0
69;Outros;1997;186470;4255
1;Africa do Sul;1998;0;0
2;Alemanha;1998;3014081;30498
3;Argélia;1998;0;0
4;Arábia Saudita;1998;0;0
5;Argentina;1998;1295190;12260
6;Armênia;1998;0;0
7;Austrália;1998;0;0
8;Áustria;1998;8926;707
9;Bermudas;1998;0;0
10;Bélgica;1998;9363;0
11;Bolívia;1998;0;0
12;Bósnia-Herzegovina;1998;0;0
13;Brasil;1998;0;0
14;Bulgária;1998;0;0
15;Canada;1998;0;0
16;Chile;1998;3203054;101819
17;China;1998;0;0
18;Coreia do Sul, República;1998;0;0
19;Croácia;1998;0;0
20;Cuba;1998;0;0
21;Emirados Árabes Unidos;1998;0;0
22;Eslovênia;1998;0;0
23;Eslováquia;1998;0;0
24;Espanha;1998;370580;90159
25;Estados Unidos;1998;381199;0
26;França;1998;3853865;78135
27;Geórgia;1998;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1998;0;0
29;Grécia;1998;0;0
30;Hong Kong;1998;0;0
31;Hungria;1998;0;0
32;Indonésia;1998;0;0
33;Irlanda;1998;0;0
34;Israel;1998;0;0
35;Itália;1998;5481659;32376
36;Japão;1998;0;0
37;Iugoslávia;1998;0;326
38;Líbano;1998;0;0
39;Luxemburgo;1998;0;0
40;Macedônia;1998;0;0
41;Marrocos;1998;0;0
42;México;1998;0;0
43;Moldávia;1998;0;0
44;Montenegro;1998;0;0
45;Noruega;1998;0;0
46;Nova Zelândia;1998;0;0
47;Países Baixos (Holanda);1998;0;0
48;Panamá;1998;0;0
49;Paraguai;1998;0;0
50;Peru;1998;0;0
51;Porto Rico;1998;0;0
52;Portugal;1998;4656474;531480
53;Reino Unido;1998;0;0
54;Republica Dominicana;1998;0;0
55;Romênia;1998;0;0
56;Rússia;1998;0;0
57;San Marino;1998;0;0
58;Sérvia;1998;0;0
59;Síria;1998;0;0
60;Suazilândia;1998;0;0
61;Suíça;1998;0;0
62;Tcheca, República;1998;0;0
63;Tunísia;1998;0;0
64;Turquia;1998;0;0
65;Ucrânia;1998;0;0
66;Uruguai;1998;277989;1871
67;Não consta na tabela;1998;0;0
68;Não declarados;1998;0;0
69;Outros;1998;187919;4255
1;Africa do Sul;1999;0;0
2;Alemanha;1999;2576557;30498
3;Argélia;1999;0;0
4;Arábia Saudita;1999;0;0
5;Argentina;1999;2475780;12260
6;Armênia;1999;0;0
7;Austrália;1999;0;0
8;Áustria;1999;83930;707
9;Bermudas;1999;0;0
10;Bélgica;1999;5550;0
11;Bolívia;1999;0;0
12;Bósnia-Herzegovina;1999;0;0
13;Brasil;1999;0;0
14;Bulgária;1999;0;0
15;Canada;1999;0;0
16;Chile;1999;4312887;101819
17;China;1999;0;0
18;Coreia do Sul, República;1999;0;0
19;Croácia;1999;0;0
20;Cuba;1999;0;0
21;Emirados Árabes Unidos;1999;0;0
22;Eslovênia;1999;0;0
23;Eslováquia;1999;0;0
24;Espanha;1999;396453;90159
25;Estados Unidos;1999;674683;0
26;França;1999;3529422;78135
27;Geórgia;1999;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1999;0;0
29;Grécia;1999;0;0
30;Hong Kong;1999;0;0
31;Hungria;1999;0;0
32;Indonésia;1999;0;0
33;Irlanda;1999;0;0
34;Israel;1999;0;0
35;Itália;1999;6187860;32376
36;Japão;1999;0;0
37;Iugoslávia;1999;0;326
38;Líbano;1999;0;0
39;Luxemburgo;1999;0;0
40;Macedônia;1999;0;0
41;Marrocos;1999;0;0
42;México;1999;0;0
43;Moldávia;1999;0;0
44;Montenegro;1999;0;0
45;Noruega;1999;0;0
46;Nova Zelândia;1999;0;0
47;Países Baixos (Holanda);1999;0;0
48;Panamá;1999;0;0
49;Paraguai;1999;0;0
50;Peru;1999;0;0
51;Porto Rico;1999;0;0
52;Portugal;1999;4408133;531480
53;Reino Unido;1999;0;0
54;Republica Dominicana;1999;0;0
55;Romênia;1999;0;0
56;Rússia;1999;0;0
57;San Marino;1999;0;0
58;Sérvia;1999;0;0
59;Síria;1999;0;0
60;Suazilândia;1999;0;0
61;Suíça;1999;0;0
62;Tcheca, República;1999;0;0
63;Tunísia;1999;0;0
64;Turquia;1999;0;0
65;Ucrânia;1999;0;0
66;Uruguai;1999;1712036;1871
67;Não consta na tabela;1999;0;0
68;Não declarados;1999;0;0
69;Outros;1999;49646;4255
1;Africa do Sul;2000;0;0
2;Alemanha;2000;1164724;30498
3;Argélia;2000;0;0
4;Arábia Saudita;2000;0;0
5;Argentina;2000;2724941;12260
6;Armênia;2000;0;0
7;Austrália;2000;130097;0
8;Áustria;2000;0;707
9;Bermudas;2000;0;0
10;Bélgica;2000;0;0
11;Bolívia;2000;0;0
12;Bósnia-Herzegovina;2000;0;0
13;Brasil;2000;0;0
14;Bulgária;2000;0;0
15;Canada;2000;0;0
16;Chile;2000;5559322;101819
17;China;2000;0;0
18;Coreia do Sul, República;2000;0;0
19;Croácia;2000;0;0
20;Cuba;2000;0;0
21;Emirados Árabes Unidos;2000;0;0
22;Eslovênia;2000;0;0
23;Eslováquia;2000;0;0
24;Espanha;2000;531425;90159
25;Estados Unidos;2000;426442;0
26;França;2000;3431635;78135
27;Geórgia;2000;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2000;0;0
29;Grécia;2000;0;0
30;Hong Kong;2000;0;0
31;Hungria;2000;0;0
32;Indonésia;2000;0;0
33;Irlanda;2000;0;0
34;Israel;2000;0;0
35;Itália;2000;8261193;32376
36;Japão;2000;0;0
37;Iugoslávia;2000;0;326
38;Líbano;2000;0;0
39;Luxemburgo;2000;0;0
40;Macedônia;2000;0;0
41;Marrocos;2000;0;0
42;México;2000;0;0
43;Moldávia;2000;0;0
44;Montenegro;2000;0;0
45;Noruega;2000;0;0
46;Nova Zelândia;2000;0;0
47;Países Baixos (Holanda);2000;0;0
48;Panamá;2000;0;0
49;Paraguai;2000;0;0
50;Peru;2000;0;0
51;Porto Rico;2000;0;0
52;Portugal;2000;5011051;531480
53;Reino Unido;2000;0;0
54;Republica Dominicana;2000;0;0
55;Romênia;2000;0;0
56;Rússia;2000;0;0
57;San Marino;2000;0;0
58;Sérvia;2000;0;0
59;Síria;2000;0;0
60;Suazilândia;2000;0;0
61;Suíça;2000;0;0
62;Tcheca, República;2000;0;0
63;Tunísia;2000;0;0
64;Turquia;2000;0;0
65;Ucrânia;2000;0;0
66;Uruguai;2000;1961733;1871
67;Não consta na tabela;2000;0;0
68;Não declarados;2000;0;0
69;Outros;2000;73451;4255
1;Africa do Sul;2001;42661;0
2;Alemanha;2001;909077;30498
3;Argélia;2001;0;0
4;Arábia Saudita;2001;0;0
5;Argentina;2001;2585537;12260
6;Armênia;2001;0;0
7;Austrália;2001;179310;0
8;Áustria;2001;770;707
9;Bermudas;2001;0;0
10;Bélgica;2001;0;0
11;Bolívia;2001;0;0
12;Bósnia-Herzegovina;2001;0;0
13;Brasil;2001;0;0
14;Bulgária;2001;0;0
15;Canada;2001;0;0
16;Chile;2001;5160203;101819
17;China;2001;0;0
18;Coreia do Sul, República;2001;0;0
19;Croácia;2001;0;0
20;Cuba;2001;0;0
21;Emirados Árabes Unidos;2001;0;0
22;Eslovênia;2001;0;0
23;Eslováquia;2001;0;0
24;Espanha;2001;624644;90159
25;Estados Unidos;2001;374590;0
26;França;2001;3118460;78135
27;Geórgia;2001;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2001;0;0
29;Grécia;2001;0;0
30;Hong Kong;2001;0;0
31;Hungria;2001;0;0
32;Indonésia;2001;0;0
33;Irlanda;2001;0;0
34;Israel;2001;0;0
35;Itália;2001;8113437;32376
36;Japão;2001;0;0
37;Iugoslávia;2001;0;326
38;Líbano;2001;0;0
39;Luxemburgo;2001;0;0
40;Macedônia;2001;0;0
41;Marrocos;2001;0;0
42;México;2001;0;0
43;Moldávia;2001;0;0
44;Montenegro;2001;0;0
45;Noruega;2001;0;0
46;Nova Zelândia;2001;0;0
47;Países Baixos (Holanda);2001;0;0
48;Panamá;2001;0;0
49;Paraguai;2001;0;0
50;Peru;2001;0;0
51;Porto Rico;2001;0;0
52;Portugal;2001;5225372;531480
53;Reino Unido;2001;0;0
54;Republica Dominicana;2001;0;0
55;Romênia;2001;0;0
56;Rússia;2001;0;0
57;San Marino;2001;0;0
58;Sérvia;2001;0;0
59;Síria;2001;0;0
60;Suazilândia;2001;0;0
61;Suíça;2001;0;0
62;Tcheca, República;2001;0;0
63;Tunísia;2001;0;0
64;Turquia;2001;0;0
65;Ucrânia;2001;0;0
66;Uruguai;2001;1668697;1871
67;Não consta na tabela;2001;0;0
68;Não declarados;2001;0;0
69;Outros;2001;47256;4255
1;Africa do Sul;2002;32194;0
2;Alemanha;2002;759712;30498
3;Argélia;2002;0;0
4;Arábia Saudita;2002;0;0
5;Argentina;2002;3867336;12260
6;Armênia;2002;0;0
7;Austrália;2002;148916;0
8;Áustria;2002;0;707
9;Bermudas;2002;0;0
10;Bélgica;2002;0;0
11;Bolívia;2002;0;0
12;Bósnia-Herzegovina;2002;0;0
13;Brasil;2002;0;0
14;Bulgária;2002;0;0
15;Canada;2002;0;0
16;Chile;2002;6200375;101819
17;China;2002;0;0
18;Coreia do Sul, República;2002;0;0
19;Croácia;2002;0;0
20;Cuba;2002;0;0
21;Emirados Árabes Unidos;2002;0;0
22;Eslovênia;2002;0;0
23;Eslováquia;2002;0;0
24;Espanha;2002;435422;90159
25;Estados Unidos;2002;139693;0
26;França;2002;2355088;78135
27;Geórgia;2002;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2002;0;0
29;Grécia;2002;0;0
30;Hong Kong;2002;0;0
31;Hungria;2002;0;0
32;Indonésia;2002;0;0
33;Irlanda;2002;0;0
34;Israel;2002;0;0
35;Itália;2002;5878763;32376
36;Japão;2002;0;0
37;Iugoslávia;2002;0;326
38;Líbano;2002;0;0
39;Luxemburgo;2002;0;0
40;Macedônia;2002;0;0
41;Marrocos;2002;0;0
42;México;2002;0;0
43;Moldávia;2002;0;0
44;Montenegro;2002;0;0
45;Noruega;2002;0;0
46;Nova Zelândia;2002;0;0
47;Países Baixos (Holanda);2002;0;0
48;Panamá;2002;0;0
49;Paraguai;2002;0;0
50;Peru;2002;0;0
51;Porto Rico;2002;0;0
52;Portugal;2002;3047860;531480
53;Reino Unido;2002;0;0
54;Republica Dominicana;2002;0;0
55;Romênia;2002;0;0
56;Rússia;2002;0;0
57;San Marino;2002;0;0
58;Sérvia;2002;0;0
59;Síria;2002;0;0
60;Suazilândia;2002;0;0
61;Suíça;2002;0;0
62;Tcheca, República;2002;0;0
63;Tunísia;2002;0;0
64;Turquia;2002;0;0
65;Ucrânia;2002;0;0
66;Uruguai;2002;1247891;1871
67;Não consta na tabela;2002;0;0
68;Não declarados;2002;0;0
69;Outros;2002;64069;4255
1;Africa do Sul;2003;157239;0
2;Alemanha;2003;573198;30498
3;Argélia;2003;0;0
4;Arábia Saudita;2003;0;0
5;Argentina;2003;5720024;12260
6;Armênia;2003;0;0
7;Austrália;2003;126441;0
8;Áustria;2003;0;707
9;Bermudas;2003;0;0
10;Bélgica;2003;0;0
11;Bolívia;2003;0;0
12;Bósnia-Herzegovina;2003;0;0
13;Brasil;2003;0;0
14;Bulgária;2003;0;0
15;Canada;2003;0;0
16;Chile;2003;7955549;101819
17;China;2003;0;0
18;Coreia do Sul, República;2003;0;0
19;Croácia;2003;0;0
20;Cuba;2003;0;0
21;Emirados Árabes Unidos;2003;0;0
22;Eslovênia;2003;0;0
23;Eslováquia;2003;0;0
24;Espanha;2003;410133;90159
25;Estados Unidos;2003;173327;0
26;França;2003;1958362;78135
27;Geórgia;2003;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2003;0;0
29;Grécia;2003;0;0
30;Hong Kong;2003;0;0
31;Hungria;2003;13391;0
32;Indonésia;2003;0;0
33;Irlanda;2003;0;0
34;Israel;2003;0;0
35;Itália;2003;5237027;32376
36;Japão;2003;0;0
37;Iugoslávia;2003;0;326
38;Líbano;2003;1116;0
39;Luxemburgo;2003;0;0
40;Macedônia;2003;0;0
41;Marrocos;2003;0;0
42;México;2003;0;0
43;Moldávia;2003;0;0
44;Montenegro;2003;0;0
45;Noruega;2003;0;0
46;Nova Zelândia;2003;21139;0
47;Países Baixos (Holanda);2003;0;0
48;Panamá;2003;0;0
49;Paraguai;2003;0;0
50;Peru;2003;0;0
51;Porto Rico;2003;0;0
52;Portugal;2003;3344190;531480
53;Reino Unido;2003;0;0
54;Republica Dominicana;2003;0;0
55;Romênia;2003;0;0
56;Rússia;2003;0;0
57;San Marino;2003;0;0
58;Sérvia;2003;0;0
59;Síria;2003;0;0
60;Suazilândia;2003;0;0
61;Suíça;2003;1900;0
62;Tcheca, República;2003;0;0
63;Tunísia;2003;0;0
64;Turquia;2003;0;0
65;Ucrânia;2003;0;0
66;Uruguai;2003;1096094;1871
67;Não consta na tabela;2003;0;0
68;Não declarados;2003;0;0
69;Outros;2003;0;4255
1;Africa do Sul;2004;303489;0
2;Alemanha;2004;420075;30498
3;Argélia;2004;0;0
4;Arábia Saudita;2004;0;0
5;Argentina;2004;10202602;12260
6;Armênia;2004;0;0
7;Austrália;2004;192539;0
8;Áustria;2004;1170;707
9;Bermudas;2004;0;0
10;Bélgica;2004;0;0
11;Bolívia;2004;0;0
12;Bósnia-Herzegovina;2004;0;0
13;Brasil;2004;2088;0
14;Bulgária;2004;0;0
15;Canada;2004;0;0
16;Chile;2004;11134141;101819
17;China;2004;0;0
18;Coreia do Sul, República;2004;450;0
19;Croácia;2004;0;0
20;Cuba;2004;0;0
21;Emirados Árabes Unidos;2004;0;0
22;Eslovênia;2004;0;0
23;Eslováquia;2004;0;0
24;Espanha;2004;603666;90159
25;Estados Unidos;2004;79531;0
26;França;2004;2092261;78135
27;Geórgia;2004;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2004;0;0
29;Grécia;2004;0;0
30;Hong Kong;2004;0;0
31;Hungria;2004;10967;0
32;Indonésia;2004;0;0
33;Irlanda;2004;0;0
34;Israel;2004;0;0
35;Itália;2004;6190395;32376
36;Japão;2004;0;0
37;Iugoslávia;2004;0;326
38;Líbano;2004;662;0
39;Luxemburgo;2004;0;0
40;Macedônia;2004;0;0
41;Marrocos;2004;0;0
42;México;2004;0;0
43;Moldávia;2004;0;0
44;Montenegro;2004;0;0
45;Noruega;2004;0;0
46;Nova Zelândia;2004;11774;0
47;Países Baixos (Holanda);2004;0;0
48;Panamá;2004;0;0
49;Paraguai;2004;0;0
50;Peru;2004;0;0
51;Porto Rico;2004;0;0
52;Portugal;2004;4151101;531480
53;Reino Unido;2004;0;0
54;Republica Dominicana;2004;0;0
55;Romênia;2004;0;0
56;Rússia;2004;0;0
57;San Marino;2004;0;0
58;Sérvia;2004;0;0
59;Síria;2004;0;0
60;Suazilândia;2004;0;0
61;Suíça;2004;4658;0
62;Tcheca, República;2004;0;0
63;Tunísia;2004;0;0
64;Turquia;2004;0;0
65;Ucrânia;2004;0;0
66;Uruguai;2004;660522;1871
67;Não consta na tabela;2004;0;0
68;Não declarados;2004;0;0
69;Outros;2004;0;4255
1;Africa do Sul;2005;407413;0
2;Alemanha;2005;253685;30498
3;Argélia;2005;0;0
4;Arábia Saudita;2005;0;0
5;Argentina;2005;10845213;12260
6;Armênia;2005;0;0
7;Austrália;2005;324162;0
8;Áustria;2005;1688;707
9;Bermudas;2005;0;0
10;Bélgica;2005;0;0
11;Bolívia;2005;0;0
12;Bósnia-Herzegovina;2005;0;0
13;Brasil;2005;3007;0
14;Bulgária;2005;0;0
15;Canada;2005;0;0
16;Chile;2005;11647128;101819
17;China;2005;0;0
18;Coreia do Sul, República;2005;0;0
19;Croácia;2005;0;0
20;Cuba;2005;0;0
21;Emirados Árabes Unidos;2005;0;0
22;Eslovênia;2005;0;0
23;Eslováquia;2005;0;0
24;Espanha;2005;508494;90159
25;Estados Unidos;2005;53043;0
26;França;2005;1671209;78135
27;Geórgia;2005;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2005;0;0
29;Grécia;2005;0;0
30;Hong Kong;2005;0;0
31;Hungria;2005;10858;0
32;Indonésia;2005;0;0
33;Irlanda;2005;0;0
34;Israel;2005;0;0
35;Itália;2005;6010760;32376
36;Japão;2005;0;0
37;Iugoslávia;2005;0;326
38;Líbano;2005;1431;0
39;Luxemburgo;2005;0;0
40;Macedônia;2005;0;0
41;Marrocos;2005;0;0
42;México;2005;0;0
43;Moldávia;2005;0;0
44;Montenegro;2005;0;0
45;Noruega;2005;0;0
46;Nova Zelândia;2005;31291;0
47;Países Baixos (Holanda);2005;0;0
48;Panamá;2005;0;0
49;Paraguai;2005;0;0
50;Peru;2005;0;0
51;Porto Rico;2005;0;0
52;Portugal;2005;5182827;531480
53;Reino Unido;2005;0;0
54;Republica Dominicana;2005;0;0
55;Romênia;2005;0;0
56;Rússia;2005;0;0
57;San Marino;2005;0;0
58;Sérvia;2005;0;0
59;Síria;2005;0;0
60;Suazilândia;2005;0;0
61;Suíça;2005;3841;0
62;Tcheca, República;2005;0;0
63;Tunísia;2005;0;0
64;Turquia;2005;0;0
65;Ucrânia;2005;0;0
66;Uruguai;2005;512973;1871
67;Não consta na tabela;2005;0;0
68;Não declarados;2005;0;0
69;Outros;2005;13970;4255
1;Africa do Sul;2006;358870;0
2;Alemanha;2006;314749;30498
3;Argélia;2006;0;0
4;Arábia Saudita;2006;0;0
5;Argentina;2006;11939727;12260
6;Armênia;2006;0;0
7;Austrália;2006;254407;0
8;Áustria;2006;1351;707
9;Bermudas;2006;0;0
10;Bélgica;2006;0;0
11;Bolívia;2006;0;0
12;Bósnia-Herzegovina;2006;0;0
13;Brasil;2006;2930;0
14;Bulgária;2006;0;0
15;Canada;2006;0;0
16;Chile;2006;15194205;101819
17;China;2006;22;0
18;Coreia do Sul, República;2006;800;0
19;Croácia;2006;0;0
20;Cuba;2006;0;0
21;Emirados Árabes Unidos;2006;0;0
22;Eslovênia;2006;0;0
23;Eslováquia;2006;0;0
24;Espanha;2006;971869;90159
25;Estados Unidos;2006;61283;0
26;França;2006;2561966;78135
27;Geórgia;2006;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2006;0;0
29;Grécia;2006;670;0
30;Hong Kong;2006;0;0
31;Hungria;2006;10530;0
32;Indonésia;2006;0;0
33;Irlanda;2006;0;0
34;Israel;2006;0;0
35;Itália;2006;7983641;32376
36;Japão;2006;0;0
37;Iugoslávia;2006;0;326
38;Líbano;2006;5121;0
39;Luxemburgo;2006;0;0
40;Macedônia;2006;0;0
41;Marrocos;2006;0;0
42;México;2006;0;0
43;Moldávia;2006;0;0
44;Montenegro;2006;0;0
45;Noruega;2006;0;0
46;Nova Zelândia;2006;31825;0
47;Países Baixos (Holanda);2006;0;0
48;Panamá;2006;0;0
49;Paraguai;2006;0;0
50;Peru;2006;0;0
51;Porto Rico;2006;0;0
52;Portugal;2006;5936299;531480
53;Reino Unido;2006;14909;0
54;Republica Dominicana;2006;0;0
55;Romênia;2006;0;0
56;Rússia;2006;0;0
57;San Marino;2006;0;0
58;Sérvia;2006;0;0
59;Síria;2006;0;0
60;Suazilândia;2006;0;0
61;Suíça;2006;4222;0
62;Tcheca, República;2006;0;0
63;Tunísia;2006;0;0
64;Turquia;2006;0;0
65;Ucrânia;2006;0;0
66;Uruguai;2006;715474;1871
67;Não consta na tabela;2006;0;0
68;Não declarados;2006;0;0
69;Outros;2006;0;4255
1;Africa do Sul;2007;386425;0
2;Alemanha;2007;234006;30498
3;Argélia;2007;0;0
4;Arábia Saudita;2007;0;0
5;Argentina;2007;15621172;12260
6;Armênia;2007;0;0
7;Austrália;2007;363611;0
8;Áustria;2007;1688;707
9;Bermudas;2007;0;0
10;Bélgica;2007;0;0
11;Bolívia;2007;540;0
12;Bósnia-Herzegovina;2007;0;0
13;Brasil;2007;3513;0
14;Bulgária;2007;0;0
15;Canada;2007;0;0
16;Chile;2007;18845522;101819
17;China;2007;459;0
18;Coreia do Sul, República;2007;0;0
19;Croácia;2007;0;0
20;Cuba;2007;0;0
21;Emirados Árabes Unidos;2007;0;0
22;Eslovênia;2007;0;0
23;Eslováquia;2007;0;0
24;Espanha;2007;862045;90159
25;Estados Unidos;2007;79376;0
26;França;2007;2737947;78135
27;Geórgia;2007;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2007;0;0
29;Grécia;2007;18110;0
30;Hong Kong;2007;0;0
31;Hungria;2007;14600;0
32;Indonésia;2007;0;0
33;Irlanda;2007;0;0
34;Israel;2007;13250;0
35;Itália;2007;9177932;32376
36;Japão;2007;0;0
37;Iugoslávia;2007;0;326
38;Líbano;2007;6768;0
39;Luxemburgo;2007;0;0
40;Macedônia;2007;0;0
41;Marrocos;2007;0;0
42;México;2007;0;0
43;Moldávia;2007;0;0
44;Montenegro;2007;0;0
45;Noruega;2007;0;0
46;Nova Zelândia;2007;47220;0
47;Países Baixos (Holanda);2007;0;0
48;Panamá;2007;0;0
49;Paraguai;2007;0;0
50;Peru;2007;0;0
51;Porto Rico;2007;15658;0
52;Portugal;2007;6805601;531480
53;Reino Unido;2007;7056;0
54;Republica Dominicana;2007;0;0
55;Romênia;2007;0;0
56;Rússia;2007;0;0
57;San Marino;2007;0;0
58;Sérvia;2007;0;0
59;Síria;2007;0;0
60;Suazilândia;2007;0;0
61;Suíça;2007;0;0
62;Tcheca, República;2007;0;0
63;Tunísia;2007;0;0
64;Turquia;2007;0;0
65;Ucrânia;2007;0;0
66;Uruguai;2007;2387225;1871
67;Não consta na tabela;2007;0;0
68;Não declarados;2007;0;0
69;Outros;2007;0;4255
1;Africa do Sul;2008;315380;0
2;Alemanha;2008;293935;30498
3;Argélia;2008;0;0
4;Arábia Saudita;2008;0;0
5;Argentina;2008;14417761;12260
6;Armênia;2008;0;0
7;Austrália;2008;215135;0
8;Áustria;2008;11388;707
9;Bermudas;2008;0;0
10;Bélgica;2008;0;0
11;Bolívia;2008;0;0
12;Bósnia-Herzegovina;2008;0;0
13;Brasil;2008;309;0
14;Bulgária;2008;0;0
15;Canada;2008;396;0
16;Chile;2008;18662626;101819
17;China;2008;6858;0
18;Coreia do Sul, República;2008;0;0
19;Croácia;2008;0;0
20;Cuba;2008;0;0
21;Emirados Árabes Unidos;2008;0;0
22;Eslovênia;2008;0;0
23;Eslováquia;2008;0;0
24;Espanha;2008;990697;90159
25;Estados Unidos;2008;65956;0
26;França;2008;2466277;78135
27;Geórgia;2008;0;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;2008;0;0
29;Grécia;2008;11034;0
30;Hong Kong;2008;0;0
31;Hungria;2008;15981;0
32;Indonésia;2008;0;0
33;Irlanda;2008;0;0
34;Israel;2008;8694;0
35;Itália;2008;9723292;32376
36;Japão;2008;0;0
37;Iugoslávia;2008;0;326
38;Líbano;2008;10270;0
39;Luxemburgo;2008;0;0
40;Macedônia;2008;0;0
41;Marrocos;2008;0;0
42;México;2008;0;0
